989012504,1,FD,MidTerm,TRUE,,,RadioSingle
989012504,1,FD,MidTerm,FALSE,,,RadioSingle
989012504,1,FD,MidTerm,TRUE,,,RadioSingle
989012504,1,FD,MidTerm,We don't know,,,RadioSingle
989012504,1,FD,MidTerm,FALSE,,,RadioSingle
989012504,2,FD,MidTerm,Thursday,,,RadioSingle
989012504,2,FD,MidTerm,backache,,,RadioSingle
989012504,2,FD,MidTerm,go to the doctor,,,RadioSingle
989012504,2,FD,MidTerm,FALSE,,,RadioSingle
989012504,2,FD,MidTerm,TRUE,,,RadioSingle
989012504,3,FD,MidTerm,TRUE,,,RadioSingle
989012504,3,FD,MidTerm,TRUE,,,RadioSingle
989012504,3,FD,MidTerm,a student,,,RadioSingle
989012504,3,FD,MidTerm,TRUE,,,RadioSingle
989012504,3,FD,MidTerm,FALSE,,,RadioSingle
989012504,4,FD,MidTerm,Lynn,,,RadioSingle
989012504,4,FD,MidTerm,3:00,,,RadioSingle
989012504,4,FD,MidTerm,TRUE,,,RadioSingle
989012504,4,FD,MidTerm,FALSE,,,RadioSingle
989012504,4,FD,MidTerm,Beth and Lisa,,,RadioSingle
989012504,5,FD,MidTerm,eight|three|twelve|seven|two,,,DrapAndDropToPicture
989012504,5,FD,MidTerm,an apple|some bread|an egg|some milk|some cheese,,,DrapAndDropToPicture
989012504,5,FD,MidTerm,name|address|phone number|old|from,,,comboBox
989012504,5,FD,MidTerm,wake up|start|finish|have|go to sleep,,,comboBox
989012504,5,FD,MidTerm,It's five forty-five.|It's five o'clock.|It's a quarter past five.|It's ten to six.|It's five-thirty.|It's ten past five.,,,DrapAndDropToPicture
989012504,5,FD,MidTerm,A sore throat|A stomachache|A headache|A hand|A finger,,,DrapAndDropToPicture
989012509,1,B1,MidTerm,TRUE,,,RadioSingle
989012509,1,B1,MidTerm,soup main dish dessert and drink.,,,RadioSingle
989012509,1,B1,MidTerm,FALSE,,,RadioSingle
989012509,1,B1,MidTerm,TRUE,,,RadioSingle
989012509,1,B1,MidTerm,45 Main Street, Newtown,,RadioSingle
989012509,2,B1,MidTerm,Sleeping,,,RadioSingle
989012509,2,B1,MidTerm,Victor,,,RadioSingle
989012509,2,B1,MidTerm,The ocean,,,RadioSingle
989012509,2,B1,MidTerm,FALSE,,,RadioSingle
989012509,2,B1,MidTerm,We don't know.,,,RadioSingle
989012509,3,B1,MidTerm,at The Mozart Theater,,,RadioSingle
989012509,3,B1,MidTerm,FALSE,,,RadioSingle
989012509,3,B1,MidTerm,a rock star,,,RadioSingle
989012509,3,B1,MidTerm,TRUE,,,RadioSingle
989012509,3,B1,MidTerm,FALSE,,,RadioSingle
989012509,4,B1,MidTerm,The man is on a business trip,,,RadioSingle
989012509,4,B1,MidTerm,FALSE,,,RadioSingle
989012509,4,B1,MidTerm,to the office,,,RadioSingle
989012509,4,B1,MidTerm,He is walking,,,RadioSingle
989012509,4,B1,MidTerm,TRUE,,,RadioSingle
989012509,5,B1,MidTerm,restaurant|wallet|thief|looks|coffee|,,,comboBox
989012509,5,B1,MidTerm,idea|restaurant|movie|Theater|walking|,,,comboBox
989012509,5,B1,MidTerm,trip|guest|pool|security guard|on business|,,,DragAndDropMultiple
989012509,5,B1,MidTerm,a|are|are|is|is|at a|The|,,,comboBox
989012509,5,B1,MidTerm,is|Are|aren't|Is|isn't|are,,,comboBox
989012509,5,B1,MidTerm,aren't you here|I'm not coming|What is he saying|she's not|She's asking|,,,comboBox
989012514,1,B2,MidTerm,TRUE,,,RadioSingle
989012514,1,B2,MidTerm,FALSE,,,RadioSingle
