Basic,Basic1,Reading,b1ramm,b1rammt001,FALSE,RadioSingle
Basic,Basic1,Reading,b1ramm,b1rammt002,$126,DragAndDropMultiple
Basic,Basic1,Reading,b1ramm,b1rammt003,We don't know.,RadioSingle
Basic,Basic1,Reading,b1ramm,b1rammt004,no one knows,RadioSingle
Basic,Basic1,Reading,b1ramm,b1rammt005,the computers,RadioSingle
Basic,Basic1,Listening,b1lrwe,b1lrwet001,warm,DragAndDropMultiple
Basic,Basic1,Listening,b1lrwe,b1lrwet002,FALSE,RadioSingle
Basic,Basic1,Listening,b1lrwe,b1lrwet003,FALSE,RadioSingle
Basic,Basic1,Listening,b1lrwe,b1lrwet004,this afternoon,DragAndDropMultiple
Basic,Basic1,Grammar,b1gral,b1gralt001,my|She|Her|her,DragAndDropMultiple
Basic,Basic1,Grammar,b1gral,b1gralt002,I|her|she,DragAndDropMultiple
Basic,Basic1,Grammar,b1gral,b1gralt003,your|My|you|me,DragAndDropMultiple
Basic,Basic1,Grammar,b1gral,b1gralt004,She|you|I|her,DragAndDropMultiple
Basic,Basic1,Grammar,b1gral,b1gralt005,your|my|it,comboBox
Basic,Basic2,Reading,b2rdmm,b2rdmmt001,"Great Bargains at Mad Mo's""""",RadioSingle
Basic,Basic2,Reading,b2rdmm,b2rdmmt002,TRUE,RadioSingle
Basic,Basic2,Reading,b2rdmm,b2rdmmt003,the customer's,RadioSingle
Basic,Basic2,Reading,b2rdmm,b2rdmmt004,suitcases,RadioSingle
Basic,Basic2,Reading,b2rdmm,b2rdmmt005,They are ninety-nine dollars.,RadioSingle
Basic,Basic2,Listening,b2lrnw,b2lrnwt001,FALSE,RadioSingle
Basic,Basic2,Listening,b2lrnw,b2lrnwt002,"It's in Washington, D.C.",RadioSingle
Basic,Basic2,Listening,b2lrnw,b2lrnwt003,They were in their rooms.,RadioSingle
Basic,Basic2,Listening,b2lrnw,b2lrnwt004,the hotel receptionist,RadioSingle
Basic,Basic2,Listening,b2lrnw,b2lrnwt005,The firefighters worked very hard.,RadioSingle
Basic,Basic2,Grammar,b2grvs,b2grvst001,She's going|She goes,DragAndDropMultiple
Basic,Basic2,Grammar,b2grvs,b2grvst002,I'm doing|I don't,comboBox
Basic,Basic2,Grammar,b2grvs,b2grvst003,love|am writing,DragAndDropMultiple
Basic,Basic2,Grammar,b2grvs,b2grvst004,are you saying|do you mean,comboBox
Basic,Basic2,Grammar,b2grvs,b2grvst005,is he wearing|teaches|wears,DragAndDropMultiple
Basic,Basic3,Reading,b3rapa,b3rapat001,a hot dog,DragAndDropMultiple
Basic,Basic3,Reading,b3rapa,b3rapat002,angry,DragAndDropMultiple
Basic,Basic3,Reading,b3rapa,b3rapat003,October 31st,RadioSingle
Basic,Basic3,Reading,b3rapa,b3rapat004,Johnny Troublemaker,RadioSingle
Basic,Basic3,Reading,b3rapa,b3rapat005,"Brixton Catches Troublemaker""""",RadioSingle
Basic,Basic3,Listening,b3lrci,b3lrcit001,to give their opinion,RadioSingle
Basic,Basic3,Listening,b3lrci,b3lrcit002,FALSE,RadioSingle
Basic,Basic3,Listening,b3lrci,b3lrcit003,give less homework,RadioSingle
Basic,Basic3,Listening,b3lrci,b3lrcit004,He stays up late doing homework.,RadioSingle
Basic,Basic3,Listening,b3lrci,b3lrcit005,homework,DragAndDropMultiple
Basic,Basic3,Grammar,b3gmal,b3gmalt001,wasn't able to|had to,DragAndDropMultiple
Basic,Basic3,Grammar,b3gmal,b3gmalt002,had to|must,comboBox
Basic,Basic3,Grammar,b3gmal,b3gmalt003,should|mustn't,DragAndDropMultiple
Basic,Basic3,Grammar,b3gmal,b3gmalt004,wasn't able to|had to,DragAndDropMultiple
Basic,Basic3,Grammar,b3gmal,b3gmalt005,was|wasn't,DragAndDropMultiple
Basic,Basic3,Grammar,b3gmal,b3gmalt006,had to|wasn't able to,comboBox
Basic,Basic3,Grammar,b3gmal,b3gmalt007,don't have to|mustn't,DragAndDropMultiple
Basic,Basic3,Grammar,b3gmal,b3gmalt008,shouldn't|should,comboBox
Basic,Basic3,Grammar,b3gmal,b3gmalt009,shouldn't|be able to,DragAndDropMultiple
Basic,Basic3,Grammar,b3gmal,b3gmalt010,mustn't|should,comboBox
Basic,Basic3,Grammar,b3gmal,b3gmalt011,didn't have to|were able to,DragAndDropMultiple
Basic,Basic3,Grammar,b3gmal,b3gmalt012,wasn't able to|had to,comboBox
Basic,Basic3,Grammar,b3gmal,b3gmalt013,must|should,comboBox
Basic,Basic3,Grammar,b3gmal,b3gmalt014,must|should,DragAndDropMultiple
Basic,Basic3,Grammar,b3gmal,b3gmalt015,mustn't|will be able to,DragAndDropMultiple
Intermediate,Intermediate1,Reading,i1rnsn,i1rnsnt001,the history examination,RadioSingle
Intermediate,Intermediate1,Reading,i1rnsn,i1rnsnt002,all the secondary school teachers,RadioSingle
Intermediate,Intermediate1,Reading,i1rnsn,i1rnsnt003,before the history examination,RadioSingle
Intermediate,Intermediate1,Reading,i1rnsn,i1rnsnt004,examination,RadioSingle
Intermediate,Intermediate1,Reading,i1rnsn,i1rnsnt005,so that they will try to get similar grades,RadioSingle
Intermediate,Intermediate1,Listening,i1lrqu,i1lrqut001,Mrs. Smith's,RadioSingle
Intermediate,Intermediate1,Listening,i1lrqu,i1lrqut002,morning,RadioSingle
Intermediate,Intermediate1,Listening,i1lrqu,i1lrqut003,two,RadioSingle
Intermediate,Intermediate1,Listening,i1lrqu,i1lrqut004,a cow,RadioSingle
Intermediate,Intermediate1,Listening,i1lrqu,i1lrqut005,this is the first prize she has ever won,DragAndDropMultiple
Intermediate,Intermediate1,Grammar,i1gpal,i1gpalt001,has been|recently|have,comboBox
Intermediate,Intermediate1,Grammar,i1gpal,i1gpalt002,Have|chosen|have decided,comboBox
Intermediate,Intermediate1,Grammar,i1gpal,i1gpalt003,Have you ever fallen|ridden,comboBox
Intermediate,Intermediate1,Grammar,i1gpal,i1gpalt004,has been|since|was,comboBox
Intermediate,Intermediate1,Grammar,i1gpal,i1gpalt005,Has|taken|took,DragAndDropMultiple
Intermediate,Intermediate1,Grammar,i1gpal,i1gpalt006,have been going|has been having,comboBox
Intermediate,Intermediate1,Grammar,i1gpal,i1gpalt007,has|been|teaching|graduated,DragAndDropMultiple
Intermediate,Intermediate1,Grammar,i1gpal,i1gpalt008,have|ever|thrown|threw,DragAndDropMultiple
Intermediate,Intermediate1,Grammar,i1gpal,i1gpalt009,she's been crying|hit,comboBox
Intermediate,Intermediate1,Grammar,i1gpal,i1gpalt010,broke|broken|haven't,comboBox
Intermediate,Intermediate2,Reading,i2race,i2racet001,All of the above,RadioSingle
Intermediate,Intermediate2,Reading,i2race,i2racet002,A Computer Expo conference organizer,RadioSingle
Intermediate,Intermediate2,Reading,i2race,i2racet003,motion and gesture technology.,RadioSingle
Intermediate,Intermediate2,Reading,i2race,i2racet004,Computer devices using the newest technology,RadioSingle
Intermediate,Intermediate2,Reading,i2race,i2racet005,anyone who wants to attend.,RadioSingle
Intermediate,Intermediate2,Listening,i2lrsp,i2lrspt001,Nigel Franklin.,RadioSingle
Intermediate,Intermediate2,Listening,i2lrsp,i2lrspt002,injured,RadioSingle
Intermediate,Intermediate2,Listening,i2lrsp,i2lrspt003,"It was hurt, but not seriously.",RadioSingle
Intermediate,Intermediate2,Listening,i2lrsp,i2lrspt004,FALSE,RadioSingle
Intermediate,Intermediate2,Listening,i2lrsp,i2lrspt005,he might have fallen off the cliff.,RadioSingle
Intermediate,Intermediate2,Grammar,i2gpal,i2gpalt001,'d been walking|had gotten|had gone,comboBox
Intermediate,Intermediate2,Grammar,i2gpal,i2gpalt002,had just closed|had forgotten,comboBox
