Basic,Basic1,Reading,B1RAPET,B1RAPET001,TRUE,RadioSingle
Basic,Basic1,Reading,B1RAPET,B1RAPET003,TRUE,RadioSingle
Basic,Basic1,Reading,B1RAPET,B1RAPET004,Tuesday evening at eight o'clock.,RadioSingle
Basic,Basic1,Reading,B1RAPET,B1RAPET005,2 dollars for a 5-year-old child.,RadioSingle
Basic,Basic1,Reading,B1RAPET,B1RAPET006,FALSE,RadioSingle
Basic,Basic1,Listening,b1ltp1t,b1ltp1t001,bus,DragAndDropMultiple
Basic,Basic1,Listening,b1ltp1t,b1ltp1t002,FALSE,RadioSingle
Basic,Basic1,Listening,b1ltp1t,b1ltp1t003,FALSE,RadioSingle
Basic,Basic1,Listening,b1ltp1t,b1ltp1t004,FALSE,RadioSingle
Basic,Basic1,Listening,b1ltp1t,b1ltp1t005,it's not.,RadioSingle
Basic,Basic1,Grammar,b1gpp1t,b1gpp1t001,is|are,comboBox
Basic,Basic1,Grammar,b1gpp1t,b1gpp1t002,am|is,comboBox
Basic,Basic1,Grammar,b1gpp1t,b1gpp1t003, 's|ries|es,comboBox
Basic,Basic1,Grammar,b1gpp1t,b1gpp1t004,There are,DragAndDropMultiple
Basic,Basic1,Grammar,b1gpp1t,b1gpp1t005,is sleeping on the chair,DragAndDropMultiple
Basic,Basic1,Grammar,b1gpp1t,b1gpp1t006,is buying,DragAndDropMultiple
Basic,Basic1,Grammar,b1gpp1t,b1gpp1t007,ming|are watching,comboBox
Basic,Basic1,Grammar,b1gpp1t,b1gpp1t008,'re giving|Are you coming|ying,comboBox
Basic,Basic1,Grammar,b1gpp1t,b1gpp1t009,am not studying,DragAndDropMultiple
Basic,Basic1,Grammar,b1gpp1t,b1gpp1t010,yours,DragAndDropMultiple
Basic,Basic2,Reading,b2rsp1t,b2rsp1t001,My Interesting Neighborhood,DragAndDropMultiple
Basic,Basic2,Reading,b2rsp1t,b2rsp1t002,She lives on a quiet street with interesting neighbors.,RadioSingle
